image_id,filepath,label,source,generator_name,generator_family,width,height,format,collection_date,split,notes,pexels_url,photographer,query
26811028,data/raw/real/pexels/pexels_26811028.jpg,real,pexels,,,6000,3376,jpg,2026-03-23,,,https://www.pexels.com/photo/a-photographer-showing-the-photos-to-an-elderly-couple-26811028/,Vietnam  Hidden Light,people
7985409,data/raw/real/pexels/pexels_7985409.jpg,real,pexels,,,5472,3648,jpg,2026-03-23,,,https://www.pexels.com/photo/a-parked-black-bmw-7985409/,Borys Zaitsev,people
2961967,data/raw/real/pexels/pexels_2961967.jpg,real,pexels,,,5472,3072,jpg,2026-03-23,,,https://www.pexels.com/photo/people-sitting-on-grass-2961967/,Athena Sandrini,people
14085345,data/raw/real/pexels/pexels_14085345.jpg,real,pexels,,,3512,4683,jpg,2026-03-23,,,https://www.pexels.com/photo/people-standing-near-a-bonfire-14085345/,Ranger Zang,people
18870637,data/raw/real/pexels/pexels_18870637.jpg,real,pexels,,,3334,5000,jpg,2026-03-23,,,https://www.pexels.com/photo/a-man-sitting-at-a-table-in-a-cafe-18870637/,Céline  |,people
13020855,data/raw/real/pexels/pexels_13020855.jpg,real,pexels,,,4000,2670,jpg,2026-03-23,,,https://www.pexels.com/photo/a-group-of-friends-walking-at-the-park-while-having-fun-13020855/,Studio Labonheure,people
3367460,data/raw/real/pexels/pexels_3367460.jpg,real,pexels,,,3456,5184,jpg,2026-03-23,,,https://www.pexels.com/photo/people-celebrates-holi-festival-3367460/,Yogendra  Singh,people
17875554,data/raw/real/pexels/pexels_17875554.jpg,real,pexels,,,6124,4082,jpg,2026-03-23,,,https://www.pexels.com/photo/black-and-white-photo-of-young-people-sitting-on-a-bench-17875554/,Dmitry Ovsyannikov,people
14085343,data/raw/real/pexels/pexels_14085343.jpg,real,pexels,,,4160,5547,jpg,2026-03-23,,,https://www.pexels.com/photo/large-bonfire-at-night-14085343/,Ranger Zang,people
1367269,data/raw/real/pexels/pexels_1367269.jpg,real,pexels,,,6720,4480,jpg,2026-03-23,,,https://www.pexels.com/photo/man-and-woman-smiling-inside-building-1367269/,Rebrand Cities,people
1456951,data/raw/real/pexels/pexels_1456951.jpg,real,pexels,,,3024,4032,jpg,2026-03-23,,,https://www.pexels.com/photo/man-carrying-his-son-over-the-shoulders-1456951/,Hannah Nelson,people
27506970,data/raw/real/pexels/pexels_27506970.jpg,real,pexels,,,7434,4956,jpg,2026-03-23,,,https://www.pexels.com/photo/people-27506970/,Germán Latasa,people
16442492,data/raw/real/pexels/pexels_16442492.jpg,real,pexels,,,4000,5328,jpg,2026-03-23,,,https://www.pexels.com/photo/ymca-building-thessaloniki-greece-16442492/,WMM Studio,people
28975987,data/raw/real/pexels/pexels_28975987.jpg,real,pexels,,,2228,3337,jpg,2026-03-23,,,https://www.pexels.com/photo/urban-motorcyclist-navigating-city-street-28975987/,Zenith,people
1680173,data/raw/real/pexels/pexels_1680173.jpg,real,pexels,,,5318,3843,jpg,2026-03-23,,,https://www.pexels.com/photo/man-and-woman-sitting-on-bench-beside-body-of-water-1680173/,Elle Hughes,people
32055388,data/raw/real/pexels/pexels_32055388.jpg,real,pexels,,,3854,5139,jpg,2026-03-23,,,https://www.pexels.com/photo/street-life-in-belo-horizonte-a-candid-moment-32055388/,Railander Ramos,people
10599613,data/raw/real/pexels/pexels_10599613.jpg,real,pexels,,,3264,4436,jpg,2026-03-23,,,https://www.pexels.com/photo/picture-of-a-seaside-town-taken-from-the-boat-10599613/,Arina Dmitrieva,people
24343261,data/raw/real/pexels/pexels_24343261.jpg,real,pexels,,,3055,5430,jpg,2026-03-23,,,https://www.pexels.com/photo/silhouettes-of-pedestrians-walking-on-the-stairs-on-the-background-of-modern-skyscrapers-24343261/,Игорь Крыканов,people
5325597,data/raw/real/pexels/pexels_5325597.jpg,real,pexels,,,6240,4160,jpg,2026-03-23,,,https://www.pexels.com/photo/friends-in-pink-clothes-5325597/,Anna Shvets,people
14771235,data/raw/real/pexels/pexels_14771235.jpg,real,pexels,,,3333,5000,jpg,2026-03-23,,,https://www.pexels.com/photo/people-walking-on-a-sidewalk-near-a-building-14771235/,Céline  |,people
2962121,data/raw/real/pexels/pexels_2962121.jpg,real,pexels,,,5472,3072,jpg,2026-03-23,,,https://www.pexels.com/photo/women-s-white-off-shoulder-top-2962121/,Athena Sandrini,people
13020854,data/raw/real/pexels/pexels_13020854.jpg,real,pexels,,,4000,2670,jpg,2026-03-23,,,https://www.pexels.com/photo/people-sitting-at-the-table-together-13020854/,Studio Labonheure,people
29563911,data/raw/real/pexels/pexels_29563911.jpg,real,pexels,,,2250,4000,jpg,2026-03-23,,,https://www.pexels.com/photo/aerial-shot-of-people-on-road-in-sanremo-29563911/,Jack Taggiasco,people
2898320,data/raw/real/pexels/pexels_2898320.jpg,real,pexels,,,5760,3840,jpg,2026-03-23,,,https://www.pexels.com/photo/woman-wearing-white-and-pink-floral-v-neck-shirt-2898320/,Kelly,people
15734518,data/raw/real/pexels/pexels_15734518.jpg,real,pexels,,,6458,4305,jpg,2026-03-23,,,https://www.pexels.com/photo/smiling-friends-sitting-and-standing-together-15734518/,Matheus Bertelli,people
6577391,data/raw/real/pexels/pexels_6577391.jpg,real,pexels,,,4654,3621,jpg,2026-03-23,,,https://www.pexels.com/photo/family-smiling-for-a-photo-6577391/,Rahul Singh,people
3063478,data/raw/real/pexels/pexels_3063478.jpg,real,pexels,,,9000,6000,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-people-taking-picture-3063478/,Tim Mossholder,people
3228720,data/raw/real/pexels/pexels_3228720.jpg,real,pexels,,,6000,4004,jpg,2026-03-23,,,https://www.pexels.com/photo/photo-of-people-standing-beside-each-other-3228720/,fauxels,people
6147076,data/raw/real/pexels/pexels_6147076.jpg,real,pexels,,,5263,3509,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-joyful-young-multiethnic-friends-talking-on-street-after-university-classes-6147076/,Keira Burton,people
7551264,data/raw/real/pexels/pexels_7551264.jpg,real,pexels,,,6141,4094,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-friends-participating-in-a-team-building-7551264/,RDNE Stock project,people
3777727,data/raw/real/pexels/pexels_3777727.jpg,real,pexels,,,5760,3840,jpg,2026-03-23,,,https://www.pexels.com/photo/happy-diverse-couples-laughing-in-park-3777727/,Andrea Piacquadio,people
3228690,data/raw/real/pexels/pexels_3228690.jpg,real,pexels,,,6000,4000,jpg,2026-03-23,,,https://www.pexels.com/photo/photo-of-people-doing-fist-bump-3228690/,fauxels,people
7149137,data/raw/real/pexels/pexels_7149137.jpg,real,pexels,,,4633,2920,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-friends-taking-a-group-photo-7149137/,Kindel Media,people
7403051,data/raw/real/pexels/pexels_7403051.jpg,real,pexels,,,3847,2565,jpg,2026-03-23,,,https://www.pexels.com/photo/a-happy-family-sitting-on-the-grass-7403051/,RDNE Stock project,people
7502601,data/raw/real/pexels/pexels_7502601.jpg,real,pexels,,,4966,3311,jpg,2026-03-23,,,https://www.pexels.com/photo/people-dancing-on-the-street-7502601/,RDNE Stock project,people
4880414,data/raw/real/pexels/pexels_4880414.jpg,real,pexels,,,5889,3926,jpg,2026-03-23,,,https://www.pexels.com/photo/people-standing-on-gray-concrete-floor-4880414/,cottonbro studio,people
7148441,data/raw/real/pexels/pexels_7148441.jpg,real,pexels,,,5184,2920,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-friends-sitting-near-lifeguard-post-7148441/,Kindel Media,people
7551720,data/raw/real/pexels/pexels_7551720.jpg,real,pexels,,,4642,3095,jpg,2026-03-23,,,https://www.pexels.com/photo/people-in-blue-crew-neck-shirts-with-arms-raised-7551720/,RDNE Stock project,people
1835927,data/raw/real/pexels/pexels_1835927.jpg,real,pexels,,,3911,2796,jpg,2026-03-23,,,https://www.pexels.com/photo/people-standing-in-front-of-wood-pile-1835927/,Craig Adderley,people
6847636,data/raw/real/pexels/pexels_6847636.jpg,real,pexels,,,5472,3648,jpg,2026-03-23,,,https://www.pexels.com/photo/women-holding-each-other-6847636/,Mike Santos,people
3228715,data/raw/real/pexels/pexels_3228715.jpg,real,pexels,,,4000,6000,jpg,2026-03-23,,,https://www.pexels.com/photo/people-standing-beside-concrete-wall-3228715/,fauxels,people
7551228,data/raw/real/pexels/pexels_7551228.jpg,real,pexels,,,6695,4463,jpg,2026-03-23,,,https://www.pexels.com/photo/happy-people-with-big-smiles-7551228/,RDNE Stock project,people
3776868,data/raw/real/pexels/pexels_3776868.jpg,real,pexels,,,5760,3840,jpg,2026-03-23,,,https://www.pexels.com/photo/people-laughing-under-the-sun-3776868/,Andrea Piacquadio,people
3777920,data/raw/real/pexels/pexels_3777920.jpg,real,pexels,,,5760,3840,jpg,2026-03-23,,,https://www.pexels.com/photo/photo-of-people-smiling-3777920/,Andrea Piacquadio,people
3776851,data/raw/real/pexels/pexels_3776851.jpg,real,pexels,,,5651,3768,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-people-walking-near-trees-3776851/,Andrea Piacquadio,people
7551760,data/raw/real/pexels/pexels_7551760.jpg,real,pexels,,,6695,4463,jpg,2026-03-23,,,https://www.pexels.com/photo/people-sitting-on-green-grass-waving-their-hands-7551760/,RDNE Stock project,people
7551173,data/raw/real/pexels/pexels_7551173.jpg,real,pexels,,,5851,3901,jpg,2026-03-23,,,https://www.pexels.com/photo/people-in-blue-crew-neck-t-shirt-with-happy-faces-7551173/,RDNE Stock project,people
7551219,data/raw/real/pexels/pexels_7551219.jpg,real,pexels,,,4226,2817,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-people-with-happy-faces-7551219/,RDNE Stock project,people
3776849,data/raw/real/pexels/pexels_3776849.jpg,real,pexels,,,5760,3840,jpg,2026-03-23,,,https://www.pexels.com/photo/photo-of-people-sitting-while-smiling-3776849/,Andrea Piacquadio,people
7551270,data/raw/real/pexels/pexels_7551270.jpg,real,pexels,,,5850,3900,jpg,2026-03-23,,,https://www.pexels.com/photo/men-in-blue-shirts-standing-with-arms-across-each-other-7551270/,RDNE Stock project,people
7551767,data/raw/real/pexels/pexels_7551767.jpg,real,pexels,,,4361,2907,jpg,2026-03-23,,,https://www.pexels.com/photo/a-group-of-people-pointing-7551767/,RDNE Stock project,people
4880336,data/raw/real/pexels/pexels_4880336.jpg,real,pexels,,,3945,5917,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-people-standing-on-gray-concrete-pavement-4880336/,cottonbro studio,people
3228749,data/raw/real/pexels/pexels_3228749.jpg,real,pexels,,,6000,4000,jpg,2026-03-23,,,https://www.pexels.com/photo/photo-of-people-hugging-each-other-3228749/,fauxels,people
1231230,data/raw/real/pexels/pexels_1231230.jpg,real,pexels,,,4626,3168,jpg,2026-03-23,,,https://www.pexels.com/photo/smiling-women-and-men-sitting-on-green-grass-1231230/,Sharefaith,people
7577380,data/raw/real/pexels/pexels_7577380.jpg,real,pexels,,,2821,4232,jpg,2026-03-23,,,https://www.pexels.com/photo/a-happy-family-sitting-on-a-wooden-stairs-on-the-entrance-of-their-house-7577380/,PNW Production,people
2962231,data/raw/real/pexels/pexels_2962231.jpg,real,pexels,,,5472,3072,jpg,2026-03-23,,,https://www.pexels.com/photo/men-s-brown-crew-neck-t-shirt-2962231/,Athena Sandrini,people
7551764,data/raw/real/pexels/pexels_7551764.jpg,real,pexels,,,3919,2613,jpg,2026-03-23,,,https://www.pexels.com/photo/three-people-in-blue-crew-neck-shirts-with-happy-faces-7551764/,RDNE Stock project,people
7624836,data/raw/real/pexels/pexels_7624836.jpg,real,pexels,,,6000,4000,jpg,2026-03-23,,,https://www.pexels.com/photo/people-looking-at-a-paper-7624836/,PNW Production,people
7551506,data/raw/real/pexels/pexels_7551506.jpg,real,pexels,,,4663,3109,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-people-with-happy-faces-7551506/,RDNE Stock project,people
3756513,data/raw/real/pexels/pexels_3756513.jpg,real,pexels,,,8256,5504,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-people-smiling-3756513/,Alexy Almond,people
35874584,data/raw/real/pexels/pexels_35874584.jpg,real,pexels,,,4672,2920,jpg,2026-03-23,,,https://www.pexels.com/photo/smiling-couple-enjoying-a-romantic-moment-outdoors-35874584/,Guillermo Berlin,people
5428996,data/raw/real/pexels/pexels_5428996.jpg,real,pexels,,,6000,4000,jpg,2026-03-23,,,https://www.pexels.com/photo/friends-hanging-out-5428996/,Ivan S,people
4834148,data/raw/real/pexels/pexels_4834148.jpg,real,pexels,,,5617,3744,jpg,2026-03-23,,,https://www.pexels.com/photo/women-standing-beside-garden-plants-4834148/,Elina Fairytale,people
5584741,data/raw/real/pexels/pexels_5584741.jpg,real,pexels,,,4608,3072,jpg,2026-03-23,,,https://www.pexels.com/photo/women-and-children-standing-close-together-behind-a-concrete-fence-5584741/,WILLIAM SHIPILO,people
7403047,data/raw/real/pexels/pexels_7403047.jpg,real,pexels,,,4063,6094,jpg,2026-03-23,,,https://www.pexels.com/photo/happy-family-standing-close-to-each-other-7403047/,RDNE Stock project,people
6140410,data/raw/real/pexels/pexels_6140410.jpg,real,pexels,,,5833,3889,jpg,2026-03-23,,,https://www.pexels.com/photo/happy-diverse-teenagers-chilling-together-on-city-street-6140410/,William  Fortunato,people
4881655,data/raw/real/pexels/pexels_4881655.jpg,real,pexels,,,6240,4160,jpg,2026-03-23,,,https://www.pexels.com/photo/3-men-and-2-women-standing-on-white-sand-4881655/,cottonbro studio,people
7551261,data/raw/real/pexels/pexels_7551261.jpg,real,pexels,,,4791,3194,jpg,2026-03-23,,,https://www.pexels.com/photo/woman-dancing-in-red-t-shirt-and-blue-denim-jeans-7551261/,RDNE Stock project,people
2962228,data/raw/real/pexels/pexels_2962228.jpg,real,pexels,,,5472,3072,jpg,2026-03-23,,,https://www.pexels.com/photo/group-of-people-facing-sea-2962228/,Athena Sandrini,people
6141087,data/raw/real/pexels/pexels_6141087.jpg,real,pexels,,,4064,2710,jpg,2026-03-23,,,https://www.pexels.com/photo/happy-multiracial-friends-hugging-near-building-in-street-6141087/,William  Fortunato,people
7714749,data/raw/real/pexels/pexels_7714749.jpg,real,pexels,,,3888,5184,jpg,2026-03-23,,,https://www.pexels.com/photo/policeman-and-woman-hugging-each-other-7714749/,Kindel Media,people
7551736,data/raw/real/pexels/pexels_7551736.jpg,real,pexels,,,3498,2332,jpg,2026-03-23,,,https://www.pexels.com/photo/woman-in-red-crew-neck-t-shirt-dancing-7551736/,RDNE Stock project,people
6299261,data/raw/real/pexels/pexels_6299261.jpg,real,pexels,,,4104,2736,jpg,2026-03-23,,,https://www.pexels.com/photo/smiling-beautiful-girls-6299261/,Kampus Production,people
6140657,data/raw/real/pexels/pexels_6140657.jpg,real,pexels,,,4544,3030,jpg,2026-03-23,,,https://www.pexels.com/photo/positive-black-guy-hugging-smiling-multiracial-friends-near-urban-building-6140657/,William  Fortunato,people
2962248,data/raw/real/pexels/pexels_2962248.jpg,real,pexels,,,5472,3072,jpg,2026-03-23,,,https://www.pexels.com/photo/photo-of-people-standing-beside-sea-2962248/,Athena Sandrini,people
36040327,data/raw/real/pexels/pexels_36040327.jpg,real,pexels,,,5568,3712,jpg,2026-03-23,,,https://www.pexels.com/photo/family-of-farmers-in-lush-coffee-plantation-36040327/,Irvin David,people
5153196,data/raw/real/pexels/pexels_5153196.jpg,real,pexels,,,5402,3476,jpg,2026-03-23,,,https://www.pexels.com/photo/three-elderly-people-standing-near-concrete-houses-5153196/,Tom Fisk,people
7551233,data/raw/real/pexels/pexels_7551233.jpg,real,pexels,,,4650,3100,jpg,2026-03-23,,,https://www.pexels.com/photo/people-with-funny-and-happy-faces-7551233/,RDNE Stock project,people
7683910,data/raw/real/pexels/pexels_7683910.jpg,real,pexels,,,5040,3360,jpg,2026-03-23,,,https://www.pexels.com/photo/college-students-standing-close-together-7683910/,RDNE Stock project,people
5697148,data/raw/real/pexels/pexels_5697148.jpg,real,pexels,,,5168,3448,jpg,2026-03-23,,,https://www.pexels.com/photo/happy-multiethnic-girlfriends-sitting-together-in-park-5697148/,Juan Vargas,people
5029860,data/raw/real/pexels/pexels_5029860.jpg,real,pexels,,,6088,4059,jpg,2026-03-23,,,https://www.pexels.com/photo/volunteers-smiling-at-the-camera-while-holding-black-plastic-bags-5029860/,Anna Shvets,people
2306813,data/raw/real/pexels/pexels_2306813.jpg,real,pexels,,,4874,3318,jpg,2026-03-23,,,https://www.pexels.com/photo/four-women-posing-for-photo-2306813/,Rosemary Ketchum,people
