image_id,filepath,label,source,generator_name,generator_family,width,height,format,split,notes,category_seed,filename,is_ai,aspect_ratio,megapixels,exists_on_disk,min_side,max_side,is_square
1549280,data/raw/real/pexels/pexels_1549280.jpg,real,pexels,,,5189,3671,jpg,,,,pexels_1549280.jpg,0,1.4135113048215746,19.048819,True,3671,5189,False
17660924,data/raw/real/pexels/pexels_17660924.jpg,real,pexels,,,3333,5000,jpg,,,,pexels_17660924.jpg,0,0.6666,16.665,True,3333,5000,False
14085337,data/raw/real/pexels/pexels_14085337.jpg,real,pexels,,,4160,5547,jpg,,,,pexels_14085337.jpg,0,0.7499549305931134,23.07552,True,4160,5547,False
14448348,data/raw/real/pexels/pexels_14448348.jpg,real,pexels,,,3333,5000,jpg,,,,pexels_14448348.jpg,0,0.6666,16.665,True,3333,5000,False
27603695,data/raw/real/pexels/pexels_27603695.jpg,real,pexels,,,5000,3333,jpg,,,,pexels_27603695.jpg,0,1.5001500150015001,16.665,True,3333,5000,False
20609440,data/raw/real/pexels/pexels_20609440.jpg,real,pexels,,,3200,2561,jpg,,,,pexels_20609440.jpg,0,1.2495119094103866,8.1952,True,2561,3200,False
4262424,data/raw/real/pexels/pexels_4262424.jpg,real,pexels,,,4004,6000,jpg,,,,pexels_4262424.jpg,0,0.6673333333333333,24.024,True,4004,6000,False
26811028,data/raw/real/pexels/pexels_26811028.jpg,real,pexels,,,6000,3376,jpg,,,,pexels_26811028.jpg,0,1.7772511848341233,20.256,True,3376,6000,False
7985409,data/raw/real/pexels/pexels_7985409.jpg,real,pexels,,,5472,3648,jpg,,,,pexels_7985409.jpg,0,1.5,19.961856,True,3648,5472,False
2961967,data/raw/real/pexels/pexels_2961967.jpg,real,pexels,,,5472,3072,jpg,,,,pexels_2961967.jpg,0,1.78125,16.809984,True,3072,5472,False
14085345,data/raw/real/pexels/pexels_14085345.jpg,real,pexels,,,3512,4683,jpg,,,,pexels_14085345.jpg,0,0.7499466154174674,16.446696,True,3512,4683,False
18870637,data/raw/real/pexels/pexels_18870637.jpg,real,pexels,,,3334,5000,jpg,,,,pexels_18870637.jpg,0,0.6668,16.67,True,3334,5000,False
13020855,data/raw/real/pexels/pexels_13020855.jpg,real,pexels,,,4000,2670,jpg,,,,pexels_13020855.jpg,0,1.4981273408239701,10.68,True,2670,4000,False
3367460,data/raw/real/pexels/pexels_3367460.jpg,real,pexels,,,3456,5184,jpg,,,,pexels_3367460.jpg,0,0.6666666666666666,17.915904,True,3456,5184,False
17875554,data/raw/real/pexels/pexels_17875554.jpg,real,pexels,,,6124,4082,jpg,,,,pexels_17875554.jpg,0,1.5002449779519844,24.998168,True,4082,6124,False
14085343,data/raw/real/pexels/pexels_14085343.jpg,real,pexels,,,4160,5547,jpg,,,,pexels_14085343.jpg,0,0.7499549305931134,23.07552,True,4160,5547,False
1367269,data/raw/real/pexels/pexels_1367269.jpg,real,pexels,,,6720,4480,jpg,,,,pexels_1367269.jpg,0,1.5,30.1056,True,4480,6720,False
1456951,data/raw/real/pexels/pexels_1456951.jpg,real,pexels,,,3024,4032,jpg,,,,pexels_1456951.jpg,0,0.75,12.192768,True,3024,4032,False
27506970,data/raw/real/pexels/pexels_27506970.jpg,real,pexels,,,7434,4956,jpg,,,,pexels_27506970.jpg,0,1.5,36.842904,True,4956,7434,False
16442492,data/raw/real/pexels/pexels_16442492.jpg,real,pexels,,,4000,5328,jpg,,,,pexels_16442492.jpg,0,0.7507507507507507,21.312,True,4000,5328,False
28975987,data/raw/real/pexels/pexels_28975987.jpg,real,pexels,,,2228,3337,jpg,,,,pexels_28975987.jpg,0,0.6676655678753372,7.434836,True,2228,3337,False
1680173,data/raw/real/pexels/pexels_1680173.jpg,real,pexels,,,5318,3843,jpg,,,,pexels_1680173.jpg,0,1.3838147280770232,20.437074,True,3843,5318,False
32055388,data/raw/real/pexels/pexels_32055388.jpg,real,pexels,,,3854,5139,jpg,,,,pexels_32055388.jpg,0,0.7499513524031913,19.805706,True,3854,5139,False
10599613,data/raw/real/pexels/pexels_10599613.jpg,real,pexels,,,3264,4436,jpg,,,,pexels_10599613.jpg,0,0.7357980162308386,14.479104,True,3264,4436,False
24343261,data/raw/real/pexels/pexels_24343261.jpg,real,pexels,,,3055,5430,jpg,,,,pexels_24343261.jpg,0,0.5626151012891344,16.58865,True,3055,5430,False
5325597,data/raw/real/pexels/pexels_5325597.jpg,real,pexels,,,6240,4160,jpg,,,,pexels_5325597.jpg,0,1.5,25.9584,True,4160,6240,False
14771235,data/raw/real/pexels/pexels_14771235.jpg,real,pexels,,,3333,5000,jpg,,,,pexels_14771235.jpg,0,0.6666,16.665,True,3333,5000,False
2962121,data/raw/real/pexels/pexels_2962121.jpg,real,pexels,,,5472,3072,jpg,,,,pexels_2962121.jpg,0,1.78125,16.809984,True,3072,5472,False
13020854,data/raw/real/pexels/pexels_13020854.jpg,real,pexels,,,4000,2670,jpg,,,,pexels_13020854.jpg,0,1.4981273408239701,10.68,True,2670,4000,False
29563911,data/raw/real/pexels/pexels_29563911.jpg,real,pexels,,,2250,4000,jpg,,,,pexels_29563911.jpg,0,0.5625,9.0,True,2250,4000,False
2898320,data/raw/real/pexels/pexels_2898320.jpg,real,pexels,,,5760,3840,jpg,,,,pexels_2898320.jpg,0,1.5,22.1184,True,3840,5760,False
15734518,data/raw/real/pexels/pexels_15734518.jpg,real,pexels,,,6458,4305,jpg,,,,pexels_15734518.jpg,0,1.500116144018583,27.80169,True,4305,6458,False
6577391,data/raw/real/pexels/pexels_6577391.jpg,real,pexels,,,4654,3621,jpg,,,,pexels_6577391.jpg,0,1.2852803093068212,16.852134,True,3621,4654,False
3063478,data/raw/real/pexels/pexels_3063478.jpg,real,pexels,,,9000,6000,jpg,,,,pexels_3063478.jpg,0,1.5,54.0,True,6000,9000,False
3228720,data/raw/real/pexels/pexels_3228720.jpg,real,pexels,,,6000,4004,jpg,,,,pexels_3228720.jpg,0,1.4985014985014986,24.024,True,4004,6000,False
6147076,data/raw/real/pexels/pexels_6147076.jpg,real,pexels,,,5263,3509,jpg,,,,pexels_6147076.jpg,0,1.499857509261898,18.467867,True,3509,5263,False
7551264,data/raw/real/pexels/pexels_7551264.jpg,real,pexels,,,6141,4094,jpg,,,,pexels_7551264.jpg,0,1.5,25.141254,True,4094,6141,False
3777727,data/raw/real/pexels/pexels_3777727.jpg,real,pexels,,,5760,3840,jpg,,,,pexels_3777727.jpg,0,1.5,22.1184,True,3840,5760,False
3228690,data/raw/real/pexels/pexels_3228690.jpg,real,pexels,,,6000,4000,jpg,,,,pexels_3228690.jpg,0,1.5,24.0,True,4000,6000,False
7149137,data/raw/real/pexels/pexels_7149137.jpg,real,pexels,,,4633,2920,jpg,,,,pexels_7149137.jpg,0,1.5866438356164383,13.52836,True,2920,4633,False
7403051,data/raw/real/pexels/pexels_7403051.jpg,real,pexels,,,3847,2565,jpg,,,,pexels_7403051.jpg,0,1.4998050682261208,9.867555,True,2565,3847,False
7502601,data/raw/real/pexels/pexels_7502601.jpg,real,pexels,,,4966,3311,jpg,,,,pexels_7502601.jpg,0,1.4998489882210813,16.442426,True,3311,4966,False
4880414,data/raw/real/pexels/pexels_4880414.jpg,real,pexels,,,5889,3926,jpg,,,,pexels_4880414.jpg,0,1.5,23.120214,True,3926,5889,False
7148441,data/raw/real/pexels/pexels_7148441.jpg,real,pexels,,,5184,2920,jpg,,,,pexels_7148441.jpg,0,1.7753424657534247,15.13728,True,2920,5184,False
7551720,data/raw/real/pexels/pexels_7551720.jpg,real,pexels,,,4642,3095,jpg,,,,pexels_7551720.jpg,0,1.49983844911147,14.36699,True,3095,4642,False
1835927,data/raw/real/pexels/pexels_1835927.jpg,real,pexels,,,3911,2796,jpg,,,,pexels_1835927.jpg,0,1.3987839771101573,10.935156,True,2796,3911,False
6847636,data/raw/real/pexels/pexels_6847636.jpg,real,pexels,,,5472,3648,jpg,,,,pexels_6847636.jpg,0,1.5,19.961856,True,3648,5472,False
3228715,data/raw/real/pexels/pexels_3228715.jpg,real,pexels,,,4000,6000,jpg,,,,pexels_3228715.jpg,0,0.6666666666666666,24.0,True,4000,6000,False
7551228,data/raw/real/pexels/pexels_7551228.jpg,real,pexels,,,6695,4463,jpg,,,,pexels_7551228.jpg,0,1.5001120322652923,29.879785,True,4463,6695,False
3776868,data/raw/real/pexels/pexels_3776868.jpg,real,pexels,,,5760,3840,jpg,,,,pexels_3776868.jpg,0,1.5,22.1184,True,3840,5760,False
3777920,data/raw/real/pexels/pexels_3777920.jpg,real,pexels,,,5760,3840,jpg,,,,pexels_3777920.jpg,0,1.5,22.1184,True,3840,5760,False
3776851,data/raw/real/pexels/pexels_3776851.jpg,real,pexels,,,5651,3768,jpg,,,,pexels_3776851.jpg,0,1.4997346072186837,21.292968,True,3768,5651,False
7551760,data/raw/real/pexels/pexels_7551760.jpg,real,pexels,,,6695,4463,jpg,,,,pexels_7551760.jpg,0,1.5001120322652923,29.879785,True,4463,6695,False
7551173,data/raw/real/pexels/pexels_7551173.jpg,real,pexels,,,5851,3901,jpg,,,,pexels_7551173.jpg,0,1.4998718277364778,22.824751,True,3901,5851,False
7551219,data/raw/real/pexels/pexels_7551219.jpg,real,pexels,,,4226,2817,jpg,,,,pexels_7551219.jpg,0,1.5001774937877175,11.904642,True,2817,4226,False
3776849,data/raw/real/pexels/pexels_3776849.jpg,real,pexels,,,5760,3840,jpg,,,,pexels_3776849.jpg,0,1.5,22.1184,True,3840,5760,False
7551270,data/raw/real/pexels/pexels_7551270.jpg,real,pexels,,,5850,3900,jpg,,,,pexels_7551270.jpg,0,1.5,22.815,True,3900,5850,False
7551767,data/raw/real/pexels/pexels_7551767.jpg,real,pexels,,,4361,2907,jpg,,,,pexels_7551767.jpg,0,1.500171998624011,12.677427,True,2907,4361,False
4880336,data/raw/real/pexels/pexels_4880336.jpg,real,pexels,,,3945,5917,jpg,,,,pexels_4880336.jpg,0,0.666723001521041,23.342565,True,3945,5917,False
3228749,data/raw/real/pexels/pexels_3228749.jpg,real,pexels,,,6000,4000,jpg,,,,pexels_3228749.jpg,0,1.5,24.0,True,4000,6000,False
1231230,data/raw/real/pexels/pexels_1231230.jpg,real,pexels,,,4626,3168,jpg,,,,pexels_1231230.jpg,0,1.4602272727272727,14.655168,True,3168,4626,False
7577380,data/raw/real/pexels/pexels_7577380.jpg,real,pexels,,,2821,4232,jpg,,,,pexels_7577380.jpg,0,0.6665879017013232,11.938472,True,2821,4232,False
2962231,data/raw/real/pexels/pexels_2962231.jpg,real,pexels,,,5472,3072,jpg,,,,pexels_2962231.jpg,0,1.78125,16.809984,True,3072,5472,False
7551764,data/raw/real/pexels/pexels_7551764.jpg,real,pexels,,,3919,2613,jpg,,,,pexels_7551764.jpg,0,1.4998086490623803,10.240347,True,2613,3919,False
7624836,data/raw/real/pexels/pexels_7624836.jpg,real,pexels,,,6000,4000,jpg,,,,pexels_7624836.jpg,0,1.5,24.0,True,4000,6000,False
7551506,data/raw/real/pexels/pexels_7551506.jpg,real,pexels,,,4663,3109,jpg,,,,pexels_7551506.jpg,0,1.4998391765841106,14.497267,True,3109,4663,False
3756513,data/raw/real/pexels/pexels_3756513.jpg,real,pexels,,,8256,5504,jpg,,,,pexels_3756513.jpg,0,1.5,45.441024,True,5504,8256,False
35874584,data/raw/real/pexels/pexels_35874584.jpg,real,pexels,,,4672,2920,jpg,,,,pexels_35874584.jpg,0,1.6,13.64224,True,2920,4672,False
5428996,data/raw/real/pexels/pexels_5428996.jpg,real,pexels,,,6000,4000,jpg,,,,pexels_5428996.jpg,0,1.5,24.0,True,4000,6000,False
4834148,data/raw/real/pexels/pexels_4834148.jpg,real,pexels,,,5617,3744,jpg,,,,pexels_4834148.jpg,0,1.5002670940170941,21.030048,True,3744,5617,False
5584741,data/raw/real/pexels/pexels_5584741.jpg,real,pexels,,,4608,3072,jpg,,,,pexels_5584741.jpg,0,1.5,14.155776,True,3072,4608,False
7403047,data/raw/real/pexels/pexels_7403047.jpg,real,pexels,,,4063,6094,jpg,,,,pexels_7403047.jpg,0,0.666721365277322,24.759922,True,4063,6094,False
6140410,data/raw/real/pexels/pexels_6140410.jpg,real,pexels,,,5833,3889,jpg,,,,pexels_6140410.jpg,0,1.499871432244793,22.684537,True,3889,5833,False
4881655,data/raw/real/pexels/pexels_4881655.jpg,real,pexels,,,6240,4160,jpg,,,,pexels_4881655.jpg,0,1.5,25.9584,True,4160,6240,False
7551261,data/raw/real/pexels/pexels_7551261.jpg,real,pexels,,,4791,3194,jpg,,,,pexels_7551261.jpg,0,1.5,15.302454,True,3194,4791,False
2962228,data/raw/real/pexels/pexels_2962228.jpg,real,pexels,,,5472,3072,jpg,,,,pexels_2962228.jpg,0,1.78125,16.809984,True,3072,5472,False
6141087,data/raw/real/pexels/pexels_6141087.jpg,real,pexels,,,4064,2710,jpg,,,,pexels_6141087.jpg,0,1.499630996309963,11.01344,True,2710,4064,False
7714749,data/raw/real/pexels/pexels_7714749.jpg,real,pexels,,,3888,5184,jpg,,,,pexels_7714749.jpg,0,0.75,20.155392,True,3888,5184,False
7551736,data/raw/real/pexels/pexels_7551736.jpg,real,pexels,,,3498,2332,jpg,,,,pexels_7551736.jpg,0,1.5,8.157336,True,2332,3498,False
6299261,data/raw/real/pexels/pexels_6299261.jpg,real,pexels,,,4104,2736,jpg,,,,pexels_6299261.jpg,0,1.5,11.228544,True,2736,4104,False
6140657,data/raw/real/pexels/pexels_6140657.jpg,real,pexels,,,4544,3030,jpg,,,,pexels_6140657.jpg,0,1.4996699669966997,13.76832,True,3030,4544,False
2962248,data/raw/real/pexels/pexels_2962248.jpg,real,pexels,,,5472,3072,jpg,,,,pexels_2962248.jpg,0,1.78125,16.809984,True,3072,5472,False
36040327,data/raw/real/pexels/pexels_36040327.jpg,real,pexels,,,5568,3712,jpg,,,,pexels_36040327.jpg,0,1.5,20.668416,True,3712,5568,False
5153196,data/raw/real/pexels/pexels_5153196.jpg,real,pexels,,,5402,3476,jpg,,,,pexels_5153196.jpg,0,1.5540851553509782,18.777352,True,3476,5402,False
7551233,data/raw/real/pexels/pexels_7551233.jpg,real,pexels,,,4650,3100,jpg,,,,pexels_7551233.jpg,0,1.5,14.415,True,3100,4650,False
7683910,data/raw/real/pexels/pexels_7683910.jpg,real,pexels,,,5040,3360,jpg,,,,pexels_7683910.jpg,0,1.5,16.9344,True,3360,5040,False
5697148,data/raw/real/pexels/pexels_5697148.jpg,real,pexels,,,5168,3448,jpg,,,,pexels_5697148.jpg,0,1.4988399071925753,17.819264,True,3448,5168,False
5029860,data/raw/real/pexels/pexels_5029860.jpg,real,pexels,,,6088,4059,jpg,,,,pexels_5029860.jpg,0,1.4998768169499876,24.711192,True,4059,6088,False
2306813,data/raw/real/pexels/pexels_2306813.jpg,real,pexels,,,4874,3318,jpg,,,,pexels_2306813.jpg,0,1.4689572031344182,16.171932,True,3318,4874,False
7551253,data/raw/real/pexels/pexels_7551253.jpg,real,pexels,,,4186,2791,jpg,,,,pexels_7551253.jpg,0,1.4998208527409531,11.683126,True,2791,4186,False
7658706,data/raw/real/pexels/pexels_7658706.jpg,real,pexels,,,5472,3648,jpg,,,,pexels_7658706.jpg,0,1.5,19.961856,True,3648,5472,False
7403357,data/raw/real/pexels/pexels_7403357.jpg,real,pexels,,,4805,3203,jpg,,,,pexels_7403357.jpg,0,1.5001561036528255,15.390415,True,3203,4805,False
7148448,data/raw/real/pexels/pexels_7148448.jpg,real,pexels,,,5184,2920,jpg,,,,pexels_7148448.jpg,0,1.7753424657534247,15.13728,True,2920,5184,False
36492515,data/raw/real/pexels/pexels_36492515.jpg,real,pexels,,,3456,5184,jpg,,,,pexels_36492515.jpg,0,0.6666666666666666,17.915904,True,3456,5184,False
6847656,data/raw/real/pexels/pexels_6847656.jpg,real,pexels,,,3534,4417,jpg,,,,pexels_6847656.jpg,0,0.800090559203079,15.609678,True,3534,4417,False
3228745,data/raw/real/pexels/pexels_3228745.jpg,real,pexels,,,6000,4004,jpg,,,,pexels_3228745.jpg,0,1.4985014985014986,24.024,True,4004,6000,False
7032983,data/raw/real/pexels/pexels_7032983.jpg,real,pexels,,,3376,6000,jpg,,,,pexels_7032983.jpg,0,0.5626666666666666,20.256,True,3376,6000,False
3797402,data/raw/real/pexels/pexels_3797402.jpg,real,pexels,,,4176,2495,jpg,,,,pexels_3797402.jpg,0,1.67374749498998,10.41912,True,2495,4176,False
7551258,data/raw/real/pexels/pexels_7551258.jpg,real,pexels,,,3286,4929,jpg,,,,pexels_7551258.jpg,0,0.6666666666666666,16.196694,True,3286,4929,False
7551756,data/raw/real/pexels/pexels_7551756.jpg,real,pexels,,,6512,4341,jpg,,,,pexels_7551756.jpg,0,1.5001151808339093,28.268592,True,4341,6512,False
7551737,data/raw/real/pexels/pexels_7551737.jpg,real,pexels,,,4608,3072,jpg,,,,pexels_7551737.jpg,0,1.5,14.155776,True,3072,4608,False
7551758,data/raw/real/pexels/pexels_7551758.jpg,real,pexels,,,4606,3071,jpg,,,,pexels_7551758.jpg,0,1.4998371865841746,14.145026,True,3071,4606,False
36508705,data/raw/real/pexels/pexels_36508705.jpg,real,pexels,,,4016,6016,jpg,,,,pexels_36508705.jpg,0,0.6675531914893617,24.160256,True,4016,6016,False
7625043,data/raw/real/pexels/pexels_7625043.jpg,real,pexels,,,6000,4000,jpg,,,,pexels_7625043.jpg,0,1.5,24.0,True,4000,6000,False
2961965,data/raw/real/pexels/pexels_2961965.jpg,real,pexels,,,5472,3072,jpg,,,,pexels_2961965.jpg,0,1.78125,16.809984,True,3072,5472,False
4722414,data/raw/real/pexels/pexels_4722414.jpg,real,pexels,,,5000,4000,jpg,,,,pexels_4722414.jpg,0,1.25,20.0,True,4000,5000,False
6838621,data/raw/real/pexels/pexels_6838621.jpg,real,pexels,,,6016,4016,jpg,,,,pexels_6838621.jpg,0,1.49800796812749,24.160256,True,4016,6016,False
3752600,data/raw/real/pexels/pexels_3752600.jpg,real,pexels,,,6720,3639,jpg,,,,pexels_3752600.jpg,0,1.8466611706512779,24.45408,True,3639,6720,False
1102609,data/raw/real/pexels/pexels_1102609.jpg,real,pexels,,,3456,2304,jpg,,,,pexels_1102609.jpg,0,1.5,7.962624,True,2304,3456,False
5935247,data/raw/real/pexels/pexels_5935247.jpg,real,pexels,,,3944,2629,jpg,,,,pexels_5935247.jpg,0,1.500190186382655,10.368776,True,2629,3944,False
7683745,data/raw/real/pexels/pexels_7683745.jpg,real,pexels,,,5040,3360,jpg,,,,pexels_7683745.jpg,0,1.5,16.9344,True,3360,5040,False
7658705,data/raw/real/pexels/pexels_7658705.jpg,real,pexels,,,5472,3648,jpg,,,,pexels_7658705.jpg,0,1.5,19.961856,True,3648,5472,False
3228713,data/raw/real/pexels/pexels_3228713.jpg,real,pexels,,,6000,4000,jpg,,,,pexels_3228713.jpg,0,1.5,24.0,True,4000,6000,False
3777726,data/raw/real/pexels/pexels_3777726.jpg,real,pexels,,,5760,3840,jpg,,,,pexels_3777726.jpg,0,1.5,22.1184,True,3840,5760,False
7402993,data/raw/real/pexels/pexels_7402993.jpg,real,pexels,,,5005,3337,jpg,,,,pexels_7402993.jpg,0,1.4998501648186995,16.701685,True,3337,5005,False
7551178,data/raw/real/pexels/pexels_7551178.jpg,real,pexels,,,4642,3095,jpg,,,,pexels_7551178.jpg,0,1.49983844911147,14.36699,True,3095,4642,False
7551224,data/raw/real/pexels/pexels_7551224.jpg,real,pexels,,,4709,3139,jpg,,,,pexels_7551224.jpg,0,1.5001592863969417,14.781551,True,3139,4709,False
